	word	cos_from_median	target_word
571454	rondfladderen	0.39355275409756885	False
296197	krioelen	0.3940637305658138	False
323098	induwen	0.39416630243715955	False
535250	knikkebollen	0.3941666577040419	False
748318	heendraaien	0.3942173856732515	False
907311	straktrekken	0.3943223919726657	False
809716	meerennen	0.39505086855790994	False
317472	stuntelen	0.39577259222745076	False
384534	poedelen	0.396068009878352	False
785557	zienen	0.3961107039392445	False
965964	vastsjorren	0.3962378954665243	False
982669	heupwiegen	0.3963231222823438	False
25467	zweven	0.3965608968613631	False
987837	geplons	0.39663493019132645	False
773927	bloten	0.39663771036310824	False
873945	klateren	0.39666407674323967	False
896381	wegdommelen	0.3967661734344162	False
592044	rondcrossen	0.3969253954299856	False
956203	indutten	0.3969569108548666	False
271090	voorttrekken	0.3969918051316387	False
624443	achterwerken	0.3971468102565091	False
131135	rondwandelen	0.39743104774595606	False
603094	wegtrappen	0.3974676191018307	False
111743	fladderen	0.3976273234481884	False
786670	trappelend	0.3977740256611687	False
300006	spurten	0.3978671829348204	True
423415	versteken	0.3980637039620746	False
878184	langstrekken	0.3980865562415943	False
814788	rondkuieren	0.39874124672151734	False
773411	vermeien	0.3988729682955764	False
597306	hupsen	0.39905183962103674	False
97503	razen	0.3990646895060309	False
757975	aanbotsen	0.39930019265533456	False
983348	opsmikkelen	0.3996293380067828	False
520147	toewerpen	0.3996318273901702	False
39804	dwalen	0.399880040617427	False
463130	schuifelde	0.40003557493862285	False
16307	schudden	0.40010164213130006	False
773015	snoeten	0.400176815787883	False
6626	dansen	0.4001855320741754	True
673533	geschuifel	0.40029756963697605	False
250107	dartelen	0.4003040517970793	True
276931	strompelde	0.4003716419065949	False
231107	bespringen	0.40040538057208197	False
928040	sjotten	0.40075140057034164	False
739234	Pikken	0.40079303481328366	False
605740	blíjven	0.40103261121568734	False
58235	sluipen	0.4011561984626979	True
621693	kukelen	0.4015595198175623	False
819596	binnenspelen	0.40157505066907195	False
15617	ophouden	0.4018268691562097	False
614807	loswrikken	0.4021859775829446	False
560800	kleumen	0.4022200407008484	False
351666	losrukken	0.4022291932108629	False
690208	sloft	0.4022581836272834	False
829588	uitwuiven	0.4022978948294337	False
9555	grijpen	0.4023250572819306	False
814149	zoefden	0.40239308767115844	False
241124	kwispelen	0.4025080638114126	False
855397	sippen	0.40272289162404606	False
558111	afduwen	0.4028629357968829	False
588140	overstrekken	0.403190225723252	False
532412	grissen	0.4032344651063011	True
499325	koeren	0.40326524507076	False
961298	meezuigen	0.4033231368903327	False
323758	uitschieten	0.40345926198844073	False
391603	stampend	0.40354469135126003	False
759854	steilen	0.4038043259871428	False
223732	zigzaggen	0.40382766209457177	True
9318	schuiven	0.4038284534844181	False
180927	aanrennen	0.40398761743018574	False
561549	dooreten	0.4040080449843254	False
549489	wegtikken	0.4043134705798349	False
77618	trappelen	0.4043573790506354	True
821241	grauwen	0.4044645897446679	False
460781	terugduwen	0.40449018998982966	False
532500	toelachen	0.4045635917847862	False
281657	vastnemen	0.404585232746404	False
674039	schuifelende	0.40497806754500243	False
151713	kuieren	0.4052405761653737	True
709306	afraken	0.4053543414946128	False
914909	bivakeren	0.4054599116277513	False
40382	piepen	0.40554907046020783	False
163104	denderen	0.4055695218361083	False
369029	proesten	0.40594097798246553	False
399543	strompelend	0.40606282164234686	False
425458	emmeren	0.4064039962752827	False
329983	klautert	0.4064992278854703	False
850342	kouwen	0.4065432065185949	False
912296	inwandelen	0.40676086009896717	False
786396	doorglijden	0.4068075710187605	False
293825	lummelen	0.4069851343634784	False
696205	tuimelden	0.40728806182149624	False
632298	frommelen	0.40730845473233046	False
865398	boemelen	0.4079734449554323	False
371087	schateren	0.4081153226288293	False
986526	platlopen	0.4087673454773204	False
574699	bleren	0.40963014778482043	False
125873	zwieren	0.4102615049650087	True
958184	flikflooien	0.4103279788229147	False
848466	bespugen	0.41045597303985015	False
432597	verleren	0.4104867490988007	False
22494	verstoppen	0.4108992055443562	False
901393	afwaaien	0.4109739612428953	False
284704	rondscharrelen	0.41107533462238255	False
231991	treuzelen	0.41109152588726106	False
466959	donkeren	0.4111092477541246	False
863155	achternalopen	0.4112081362064294	False
644455	uitkotsen	0.4113520199313663	False
876281	doorzwemmen	0.4119674063969636	False
987629	wegpikken	0.4119882921795456	False
385918	sprintjes	0.41216718058930923	False
596639	bezemen	0.4121932783336857	False
296246	hossen	0.4123041096939135	True
941863	Klauteren	0.4123449394700075	False
64310	struikelen	0.41274650251679446	True
972212	wegpakken	0.41285544938313434	False
869586	uitspannen	0.4129577117983966	False
585107	joelend	0.4131225114422731	False
57191	slenteren	0.41343979959986055	True
744996	handenwrijvend	0.413467838195942	False
791320	piepelen	0.41347032797615957	False
833966	trippelde	0.4135112982062862	False
451532	doortrappen	0.41367407687285274	False
5105	schieten	0.4138404910620548	False
674485	aanharken	0.413909972364659	False
10233	drijven	0.41397025825000777	False
7723	rusten	0.41406419904877656	False
822773	zandhappen	0.41418157388258814	False
623604	gespring	0.4142014634925151	False
722286	teruggooien	0.4142018652895346	False
155017	rondrennen	0.41465903741190013	False
539339	aanstormen	0.41469209457177725	False
776143	aanschoppen	0.4147527985785072	False
719956	getrappel	0.41522420303676655	False
460881	hollend	0.41556075643725654	False
276181	bochtjes	0.4156739662306689	False
327730	straaltjes	0.4159449288714534	False
710846	knuisten	0.4159632039229968	False
623	kijken	0.4159844792987535	False
593787	ronddrijven	0.41609112706596363	False
17946	rondlopen	0.416332143086916	False
426074	aanhollen	0.4164312708248292	False
570313	heenstappen	0.4166134823744415	False
334880	oppeuzelen	0.41679898189548115	False
744522	uitkunnen	0.4168308291993219	False
696826	schavuiten	0.4171108805953425	False
855706	giebelen	0.4171248243152448	False
681814	applaudiseren	0.4171715591416095	False
593659	achternazitten	0.4172267434772128	False
539195	streelden	0.4173275715043431	False
814406	krakken	0.4174409077182235	False
706711	nazitten	0.4176643043614626	False
872958	overmande	0.41779548360344143	False
571118	gewiebel	0.41787040036872536	False
494407	afstijgen	0.41805940221863513	False
165602	klapperen	0.41808770584138966	False
920928	nafluiten	0.41818333148245557	False
267772	slalommen	0.41820007098500556	False
600347	warmdraaien	0.4183703988861027	False
977596	ginnegappen	0.4185089981324672	False
748341	lopen.Maar	0.41859463098731753	False
276036	snaaien	0.4186175317955503	False
680449	ploeterden	0.41885872373046584	False
746367	voorsten	0.4192982757146615	False
290	laten	0.41951108349559896	False
271232	neerploffen	0.4198103846875255	False
914741	stuiptrekken	0.42002925748778064	False
333430	bulderen	0.42004082472466964	False
665664	geklauter	0.42009646501483344	False
296270	kletsend	0.4201444000298713	False
389893	schuddende	0.4203121611962264	False
187894	stuiven	0.4204344565561491	True
17255	schrikken	0.4205174884548991	False
448213	plenzen	0.4207920181918815	False
876545	klauterwerk	0.4208691316646399	False
465821	afrukken	0.4208968034372713	False
389483	omrollen	0.42089939555410294	False
901914	toerijden	0.4209460065634868	False
854380	driegen	0.4213122068534141	False
707178	valletjes	0.42132421814269105	False
821856	uitroken	0.42147407201062936	False
636339	aangalopperen	0.421558073051	False
611527	achternagaan	0.4215713343948557	False
597719	weien	0.4215955586229764	False
337324	slingerden	0.421660709315671	False
209460	zoeven	0.4221698621611196	False
446049	uitkloppen	0.4221768328517962	False
950603	openduwen	0.422185499853169	False
205923	rollebollen	0.4223427009179552	False
42713	weglopen	0.4224311278433368	False
989871	tokken	0.4228366383999854	False
711298	kruimelen	0.42299415435428356	False
695676	klauterend	0.4231040106115581	False
300651	ronken	0.42319343722731884	False
426917	waggelend	0.4232583194228702	False
36221	stilletjes	0.42326246205540985	False
297271	losgooien	0.42335059516952034	False
827632	tijgen	0.4233821919719707	False
361649	struikelden	0.4234835443205568	False
399068	suffen	0.423517984680879	False
746076	bekruipen	0.42354760316605833	False
4022	benen	0.423650281983427	True
777354	trippelt	0.4237388935754203	False
504048	gierden	0.4237404910294519	False
825598	wegschoppen	0.42388887511309314	False
418189	hinden	0.42397137040848354	False
62902	sleuren	0.4241922934389899	False
876497	lispelen	0.42423840047633254	False
946196	leegspuiten	0.4243570200400011	False
289749	huppelend	0.42445343219794074	False
958340	klapwieken	0.4244628310604801	False
388344	maffen	0.4245326897040368	False
30010	waaien	0.4247543036550031	False
926917	frummelen	0.4248244165940124	False
23370	ontwijken	0.42518716171615245	False
989098	Bezweet	0.42541320040225494	False
176684	ratelen	0.42561019608929807	False
465880	bliksemen	0.42569758960540294	False
493235	verwaaien	0.42573491762590476	False
426926	vlieden	0.4258211573862578	False
718863	schopjes	0.4258418993181323	False
973298	doodknuffelen	0.4262221198578089	False
560696	knieeen	0.42622739198909576	False
86725	ploeteren	0.42633695869912946	False
800373	tinkelen	0.42644173341928115	False
672262	móesten	0.4265815877432909	False
728105	reten	0.4266811121032681	False
624345	rammelden	0.4268213708951125	False
578881	trappend	0.4268855762707785	False
9278	passeren	0.42703687302775617	False
959445	onderuitgaan	0.4271893889120246	False
26718	zweten	0.42726668223848296	False
632263	Flaneren	0.42778237373870565	False
656145	meebuigen	0.4277837817918647	False
402630	voordringen	0.42785423094280994	False
6119	lachen	0.42793997966848885	False
439761	verstarren	0.42802207654045876	False
776637	kouden	0.42824272426503296	False
29647	uitrusten	0.4283658872034539	False
712430	zijgen	0.42849027747495905	False
18992	rondjes	0.42849377482386986	False
547577	babbelend	0.42851721888364436	False
713763	binnenzitten	0.42853744401250315	False
878240	keutelen	0.4285519896591077	False
308539	bikken	0.4288044831042007	False
908790	volzitten	0.42889011369120245	False
78268	scharrelen	0.4291211912374593	False
517783	windjes	0.4292333051144014	False
574647	heenrijden	0.42925542685130547	False
862531	komenen	0.42933972514642826	False
355382	geklauterd	0.42936070495407486	False
522930	trappelt	0.429381745831645	False
343259	zwabberen	0.4294764781197574	False
313485	rondslenteren	0.42961938965613855	False
94581	flaneren	0.42984380986429105	True
868451	modderplassen	0.4299224430509968	False
340244	knetteren	0.42994213069573584	False
208386	gezwind	0.43000219730647127	False
476164	koprollen	0.430221108717487	False
759071	doodbijten	0.43032006526868394	False
518449	brallen	0.4303454768906714	False
1121	beginnen	0.4305039547329186	False
559670	verdommen	0.43052718450437033	False
611857	slappen	0.4306681913565297	False
399965	kringetjes	0.43086883049013913	False
923856	uitkienen	0.431054568717953	False
432964	kniezen	0.4310582087806868	False
813137	trappelende	0.43115806581233806	False
778949	glibberde	0.43129903707933914	False
7994	trappen	0.4315630996511681	False
701842	vooroverbuigen	0.43156448461564956	False
998436	toegooien	0.4321009710267386	False
474017	strompel	0.43216113271905954	False
467381	meedeinen	0.43217269901041944	False
735259	trappenlopen	0.43236209662088154	False
234644	dutten	0.4324639576733602	False
476063	slenterden	0.43257242393998796	False
717930	fladderden	0.4327638312629334	False
784082	brulden	0.4327814387343554	False
409181	schooien	0.4328575613813507	False
69358	ronddraaien	0.43289984384572844	False
443845	bedelven	0.4329697266800069	False
813353	schoppend	0.4329810487343707	False
859325	zachten	0.4330196189525314	False
427894	stuiken	0.4330784016079774	False
369469	tukken	0.4330948714655257	False
443915	klepperen	0.4331673060425183	False
301722	vloekend	0.43328804434801715	False
362304	plonsen	0.4334919088771486	False
773133	terugfietsen	0.4335803309124856	False
957951	trappel	0.4335838762647255	False
528776	schouderophalen	0.4336302489786604	False
818572	omkiepen	0.43365110318340727	False
35676	wrijven	0.43366235099563877	False
472680	aanpikken	0.4337231348204523	False
49970	zwerven	0.43392045560381565	True
668268	stuiterden	0.4339777465966076	False
359573	knakken	0.434139233186808	False
25285	schoppen	0.43415817341232477	False
419603	opveren	0.4341641521998524	False
86010	wippen	0.43417582208075756	True
531156	lallen	0.43427722476751174	False
15169	dreigen	0.43435788447401513	False
2470	beneden	0.43476187823218637	False
408112	hoepelen	0.4348172382667643	False
2761	draaien	0.4348188333529185	True
684582	gehezen	0.4349505631546202	False
36897	voortbewegen	0.43497254967061405	False
184	komen	0.43499765316913097	False
457743	stortregenen	0.4350107012064972	False
919872	hobbeltjes	0.43502274924048334	False
616141	slobberen	0.4350365806730273	False
237356	waaieren	0.4350548268258927	False
2685	praten	0.4350955685963458	False
773593	wankelden	0.43522741169932166	False
13650	schijnen	0.43548404534233087	False
246843	sidderen	0.4354841092652423	True
847877	zwiepten	0.4355568992246901	False
410686	sleurden	0.4356096486894526	False
618916	dobberden	0.4357349810471438	False
19857	achterna	0.4358323381946335	False
20813	uitkijken	0.435904902762424	False
710250	rechthouden	0.4359257498169039	False
852862	rustigaan	0.4362795732971756	False
680538	snoeven	0.4368233407994052	False
394919	roffelen	0.4368647554158259	False
252091	peuzelen	0.43688610146111284	False
2794	hangen	0.437153279397108	False
988206	doortikken	0.43723117697625435	False
964606	gaanen	0.4373807669858374	False
872669	zwiepend	0.4374029115405963	False
502625	opzwepen	0.43750069361362554	False
340541	stuiterend	0.4376758557492819	False
603259	veerden	0.4378441119842609	False
535183	knuppelen	0.4379001260715202	False
795975	flinken	0.43794488994768743	False
141206	puffen	0.4379858483562329	False
989973	staanen	0.43800857014597727	False
760870	bangen	0.4380162894296118	False
12839	buigen	0.4380219159619967	True
268472	besnuffelen	0.4381540558664313	False
177760	zigzaggend	0.43830704756794536	False
965798	Mopperen	0.43842749147529625	False
632262	planeren	0.438597079293256	False
956639	geklots	0.4388076985682847	False
569683	meewandelen	0.43891292799518133	False
126019	krabbelen	0.4389170634453108	False
283063	wegrollen	0.4391176661714571	False
256403	Stilletjes	0.43918236623020057	False
927769	opschoten	0.43919191840002436	False
98479	galopperen	0.4393391342176587	False
18559	kletsen	0.43945440264823443	False
921938	meeklappen	0.4395053212001063	False
660783	beduvelen	0.4395569227939897	False
716034	overen	0.4395637540619276	False
373874	stamelen	0.4395948814718996	False
644316	uitscheppen	0.4396849414086549	False
892761	langsliepen	0.439706560400829	False
844024	konkelen	0.4397365098849113	False
656766	wegzappen	0.4398047765611134	False
833424	inklimmen	0.43983248135745934	False
959165	invechten	0.439852944343081	False
772807	vechtenden	0.43986766556326673	False
470618	wijdopen	0.4398678414356747	False
774284	wegtoveren	0.44007033966904585	False
294270	plonzen	0.44009547346799693	True
779535	uitdeinen	0.4401075616559147	False
867400	wandellen	0.44011968370870136	False
46652	struinen	0.44012986463054116	True
693776	stoeiden	0.4401929097685676	False
800502	volvreten	0.44039188491977765	False
641491	frisbeeën	0.44041930273675456	False
983262	geravot	0.4404387535211445	False
380234	stijgeren	0.4404618400096152	False
552079	hobbelend	0.4405647289038517	False
431547	klauterde	0.44061481599310937	False
172217	rechtstaan	0.44065393656817864	False
532405	stropoppen	0.440682140645813	False
575673	winteren	0.4407299176677707	False
7397	duiken	0.4407745981823984	False
787166	passeeren	0.4407784485555628	False
972660	tentzeilen	0.44085507531139545	False
876599	hummen	0.44098515080266165	False
368219	rondzweven	0.440993218673016	False
578176	schoudertjes	0.4412073683563207	False
775047	stapen	0.4413291919936265	False
457391	opspatten	0.4413331895138132	False
5502	gooien	0.4413654321203424	False
678323	kwelen	0.4414499013576564	False
96544	dobberen	0.44147028332724014	True
528025	sjokte	0.44152888665846524	False
555306	raaskallen	0.44153960278477744	False
491366	gehobbel	0.4415619540584702	False
747415	aanporren	0.44156394553525946	False
715288	denderden	0.4416453481386673	False
143913	woelen	0.44164588818915285	False
782151	schampen	0.4417421552783535	False
626301	piepten	0.4418228112806747	False
448944	dwarrelden	0.4418317943504153	False
893552	wipten	0.4418454882769788	False
2931	slapen	0.44191983519505584	False
577701	stukmaken	0.4419328199803191	False
669268	leegbloeden	0.4419555136446107	False
147689	vastgrijpen	0.4420157105855753	False
367002	ploppen	0.44212008960489657	False
606329	peerden	0.44215413808220716	False
116680	spetteren	0.44217716940884877	False
327224	wegdraaien	0.4421864439003482	False
792970	kreperen	0.44219168747079307	False
169	doen	0.44225978517177567	False
318398	wegwaaien	0.44231403225899313	False
876605	aanhikken	0.4423529471855765	False
278901	uitbuiken	0.4423994612103682	False
952617	weggen	0.4424384623970319	False
757912	doorploeteren	0.4425194222281661	False
363664	zwerk	0.4425287946277443	False
574724	aantrappen	0.4427435695714875	False
874733	bonjouren	0.4427677995638649	False
781647	trappende	0.44278902920566565	False
199158	verstijven	0.4428795387787192	False
994309	wiegden	0.4429265120511853	False
915064	singelen	0.44296879424037694	False
271381	huppelde	0.4430013565854459	False
528379	zatten	0.4430621426767748	False
766048	tongelen	0.4433286482573662	False
363649	headbangen	0.4433652796583588	False
565071	weifelen	0.44343109704796646	False
849659	inglijden	0.4435638542411451	False
791651	Opschieten	0.4435958444362631	False
916357	verfrommelen	0.44360314981772364	False
264250	spoeden	0.44363078047650284	True
383697	bezetenen	0.44375021993626174	False
138603	schoffelen	0.44376417507763755	False
712255	zittten	0.44379310014150986	False
494017	verstrikken	0.4437990264794993	False
189	zien	0.4438365473335726	False
294583	doorfietsen	0.44384045040858167	False
866751	schooieren	0.4438495802237479	False
823982	vastrijden	0.4438513631557933	False
656561	kachelen	0.44386971192652425	False
410512	gehold	0.4438967261174239	False
373580	verpinken	0.4440186988359044	False
812800	gebukte	0.4441172735023322	False
449744	inrollen	0.4441282729823378	False
30322	schuilen	0.44420727623473455	False
895906	niksdoen	0.4442304847298735	False
233869	mauwen	0.4445411724909164	False
396923	opkruipen	0.4445746886256968	False
52725	trotseren	0.4445826599374676	False
516963	aanstampen	0.4446606011906703	False
268149	staarden	0.44478887012896995	False
302181	beetpakken	0.4447914388093278	False
6121	zakken	0.4448119751981182	False
665376	uittrappen	0.44481765113534577	False
927129	nietsen	0.44485462234910533	False
151192	drommen	0.44500665408341455	False
897460	kaalplukken	0.44503281679604334	False
986895	aanschuren	0.4450869381355541	False
662833	bescheuren	0.4451251006691537	False
2675	vliegen	0.44526084126857546	False
24194	stilstaan	0.445312322916784	False
978675	kuierde	0.4453172896462826	False
621142	onbetreden	0.4453498560560407	False
670715	walken	0.4454029409348963	False
120028	krijsen	0.4454446644154173	False
714929	weggleed	0.44545193550277007	False
777945	nakletsen	0.4455854603623355	False
679188	glimlachten	0.4455945057308517	False
632214	opmarcheren	0.44567543169480117	False
757477	inbuigen	0.4457089325204088	False
765946	stieken	0.4457489757159654	False
414689	jengelen	0.4457986627064737	False
818722	fluimen	0.4459023485559265	False
843761	oproeien	0.44612557664731534	False
873776	steltlopen	0.44614937677102195	False
474380	wiebelend	0.44619611258472447	False
476231	kikken	0.4463512105461498	False
943629	binnensijpelen	0.4463838996846503	False
70265	wandelden	0.446411715738523	False
682720	rukjes	0.44644443370649844	False
667769	wandeld	0.44645709801518096	False
3271	steken	0.44653479299367327	False
739531	bibberde	0.44670907727759623	False
904304	doodknuppelen	0.4467487734184594	False
750332	rondsluipen	0.4467962993311322	False
878287	achterlijken	0.4468025930950156	False
1005	rijden	0.44686780067268295	False
224493	tintelen	0.44688607125021795	False
738638	geslinger	0.44694646697733165	False
401484	Kruipen	0.44699735013867004	False
890632	beliegen	0.44700500777138374	False
327160	uitwringen	0.4470925004347487	False
233213	besluipen	0.4471879422243451	False
432743	doordraven	0.4472413576895211	False
665215	vertederen	0.447377482895814	False
895282	ruften	0.447417301089049	False
929741	misdoen	0.44743399454239396	False
756495	gezeuld	0.4474432968472404	False
865558	vantussen	0.4475039552634241	False
643422	droogwrijven	0.4475295232246783	False
856772	afscheppen	0.4475606336457112	False
504927	stuiterballen	0.4476605456702649	False
580860	meewaaien	0.4477336917654413	False
310527	kabbelen	0.44774120657057614	False
559610	afgerend	0.44775637530231593	False
2041	stoppen	0.44779021762053095	False
23414	optrekken	0.4477968643938349	False
46704	schommelen	0.44789368252808226	True
516420	strootjes	0.4479180494157281	False
945327	halverwegen	0.4479608026622284	False
601989	uitkrijgen	0.4480788973088292	False
204962	sprongetjes	0.44808872374080166	False
1314	proberen	0.44812716305738676	False
431742	struikelend	0.4481583884799112	False
427146	afvliegen	0.4481614131851789	False
682100	ronddragen	0.4482838424105481	False
335353	brullend	0.44834585025124873	False
822789	dwalenden	0.44843738245261344	False
410319	aanblazen	0.44846860705629366	False
99185	rennend	0.4485373886106495	False
368854	pootjebaden	0.4485520213384423	False
674247	scherend	0.44856408433493444	False
790378	gegniffeld	0.4485675367445613	False
17023	begeven	0.4486428845992444	False
909185	lichtgeven	0.4486844020245254	False
838688	fijnwrijven	0.4488404974165958	False
378732	wimpelen	0.4488896948985005	False
582224	weglachen	0.4489147817674406	False
31753	staren	0.44893959693808094	False
568417	rondgeslingerd	0.44904109043941587	False
862995	zwoegden	0.44911513232705136	False
928870	watertrappen	0.4491254450406058	False
877059	snuffelden	0.4491467065419824	False
757765	ploeterend	0.4492049675334461	False
364873	wiegend	0.4492393128833684	False
986985	Zwaaiend	0.4493620495803228	False
532979	terugschieten	0.4493790550588951	False
139136	bibberen	0.4494373755767177	True
924677	invouwen	0.44945862963535665	False
496978	tracteren	0.4494919651647541	False
860081	plasten	0.44951527658503865	False
755321	buitenzitten	0.4495918834944751	False
391917	prevelen	0.44964210690639284	False
96302	vastpakken	0.4496984948658843	False
543895	uitbollen	0.4497197287600998	False
855510	achteroverslaan	0.44986792449630897	False
171284	buitelen	0.4499170685251852	False
971245	berenvellen	0.44997353610650714	False
897950	doorntakken	0.44997681589316696	False
723131	binnenschieten	0.44998071967131736	False
805704	wegzwijmelen	0.4500143706777502	False
605154	rondscheuren	0.45003170274548876	False
460164	dichtvallen	0.4500679957632723	False
957289	spiedend	0.45011717098712034	False
736127	onspannen	0.4501635814713105	False
361684	onbedaarlijk	0.45019190987093727	False
465952	zinderen	0.450261181794695	False
18109	bijten	0.4502792891519253	False
675555	leventjes	0.45030430691960055	False
280787	leuteren	0.45040742989710425	False
325447	zwiert	0.45059745490976977	False
150646	bonken	0.4506432110909526	False
676452	gespurt	0.4506666897740772	False
670361	aanremmen	0.4506892036444784	False
483438	poepjes	0.45075347697580503	False
372420	zwiepende	0.4507865793901723	False
492740	tekeergaan	0.45079151196964884	False
247777	snelden	0.45081180740355353	False
672463	rakken	0.45083396051142666	False
520099	slenterend	0.4508714242197772	False
848205	kikkeren	0.4509036376765039	False
587012	stooten	0.4509593257133333	False
642084	neuriënd	0.4509631813091687	False
418021	opbollen	0.45096638390207955	False
439574	aanschieten	0.45097178632824175	False
852930	bungelden	0.4511482023031106	False
588708	uitkuisen	0.45124207631747804	False
951964	gevenen	0.4515001238907449	False
357967	heenkijken	0.4515022373109575	False
698960	indommelen	0.45155816597861265	False
546072	horentjes	0.4515888778143716	False
553972	treken	0.451600561693958	False
